Sentence,Sentiment
 @GdBakshiJe Modi ke jitne ka asar vipaksh pe he nahi padosiyo pe bhi hua hai.Bokhla gaye sare ke sare.Modi akela.https//t.co/zTp7lHsGrd,postive
 @IamImranAshraf Bholy bhayaa.Ufffff dil jeet liya ap ne.Love you imran bhai.Mind blowing ap ki acting hai.ALLA.https//t.co/2r7dXd3z6J,postive
 @Triumvirate1 @darshanbhatt22 @Cid_r4y Pori dunya 2019 main or tum log abhi bhi 1971 main ???????? Growup Ab kisi ko bhaija to sath khud aa jana,neutral
 RT @ooobhaishab @TerriblyMemer ne aate hi half century kr di ?? Thnku bhai itne like ke liye ?? https//tco/xT4GHjMFt2,postive
 @pranchal54 @RemovArticle370 @BJP4India Jansankhya aur atikraman desh ka sabse bada samasya hai Beat plastic pollution Jai hind,neutral
 @ObcCarvan @Hariramkoushik OBC bhikhari nahi hai aur bhenchod bheemte obc naam ka account bnakar apni maa chuda rah.https//t.co/ldNzC4eLKV,negative
 @Dr_fizakhan.Pakistani girls photo without Pakistan ka karz Ada karo Pakistani girls for Heera Mandi Mein Bata Do.https//tco/YNyPUqUGo1,neutral
 @aleemkhan_pti Janab Thank you Very Much for your short Break @my place )) May Allah protect you.your family.https//t.co/cFBKI3qagX,postive
 @gnnhdofficial @Shahidmasooddr @sayedzbukhari @ImranKhanPTI @PTIofficial @pmln_org @MediaCellPPP Chalo.BC inhi.… https//t.co/MyrQnPgPIq,neutral
 @akashbanerjee ?? CONGRATULATIONS ?? AKASH BHAI AAP KO PHIR SE.SAAL.KA CONTRACT.MIL GAYA.KeepItUp NOTE.SORRY.https//tco/Uvf7ij1Fse,postive
 @peaceforchange Husain haqqani sab ap time nikal.mar.nahi jatay is dharti py bojh he ho tum gaddar besharam .,negative
 RT @pepsi Nothing like.fresh hit of Pepsi on.day like today ?? https//t.co/SUwcq5FQSv,postive
 @Rehan30837935 @jalee_na @brumbyoz Pehle Tu apna photo DP rak phir bark kar kutte ki tarah Chal bhag yaha bandhar kahika,negative
 @SrBachchan Sir need ur blessing on my.wedding anniversary myself my wife sonia Pranam you AAP ka ashirwad.… https//t.co/LlvlhlOcyu,postive
 @Abhishekkar_CNBC ???????????? AKA sir ne to CNBC ke pahele bol diya tha https//t.co/h1rAzqIHs0,neutral
 Nxt five years main India change hone wala hai kyoki modi sarkar bht bda bdlav krne wali hai ... Ye main ni hmare modi sir ka kehna hai,postive
 @IamImranAshraf Uff kya acting he Bholey ji apki !!! Kamaal krdya.Aisa koi actor hi nai abtk jo is charactr.saat.https//t.co/mO82shhOTP,postive
 Raand Congress se.Randwa RJD se buri tarah se HAARA vote denewale ko sadhuwad,neutral
 RT @Varun_dvn KALANK in theatres now.Zafar aap ka hain.character.loved playing in this epic love story No spoilers please https//t …,postive
 @PiyushGoyal @narendramodi Bahut bahut badhai AAP jaise logo ke Karan hi Modi ji Ko majboori Mili hai.isi tarah se.https//t.co/0F8OK0aQIW,postive
 @TahaSSiddiqui sasty or ghatya nashy kar.ye suwar samjhty is trah ki bakwas kar.humein sasti publicity mil jaegi,negative
 RT @sanjaymanjrekar Proud to have been part of this brilliant commercial released during 1996 WC time.Great production team that include …,postive
 @SKFforlife Haha Overrated kisko bolte hain chuuuu pehle yeh pata kar BC ata pata kuchh nahi chale aate hain.https//tco/BwbGTOzGs5,negative
 POGO launches all new show kalari-kids Love the enthusiasm of my little ones when they saw.Chhotabheem dancing an.https//t.co/T8K47whZtL,postive
 @f_i_r_k_i Pakistani to aise hi 1992 ki rote rhte hain uss time to England ne 74 pe kar diya tha all-out.Iss baar bhi wohi ummeed hai ????,postive
.wanted to see you in Loksabha @kanhaiyakumar It's OK kanhaiya ji vichaar badlenge desh badlega vidhyarthi.https//tco/mE0EgrIsXp,postive
 @JBhrahmin @ankimast Wow tum red plain saree pahen na bahut cute lagegi.Red plain saree with sleeveless blouse.Will look so awasome,neutral
 @ChaBoyyHD Chaa .. Can ihave any cheap Ak.Cuz Ak it's my Fav Weapon .. If.wan we can battle .. if.win.give me.https//t.co/xFDIrkRYpE,postive
 Day by day this slogan has proven to be true afghani bhagao mulk bachao !,negative
 @manakgupta wo election ke liye badha ke btaya tha accpt this is bar election commission or media ko bhi bewakoof bnaya.janta ke sath,negative
 @republic He is.bemaar bhikhari kutta why was he dying dub his stupid movies in hindi no wonder the people of tn.https//t.co/jj2g6rNBHr,neutral
 @abpnewshindi ABP news.saal se mon nahi bhara Congress ko koste sawal karte ab tweet duwara mazaak urane aare.https//t.co/viwYGAryec,negative
 RT @SharmaRaghvi EVM hack ka bahana nhi chla paye ?? Ab fir ye saath nikli slips ka le aaye Fir bhi ho gyi bye bye ???? ????????.EVMScandal.EVM …,neutral
 RT @Laliinsan1gmai1 Dhan dhan satguru tera hi aasra papa.good morning pita.@Gurmeetramrahim @derasachasauda.PledgeAgainstCorruption …,postive
 Manmohan Singh being considered for party presidents post Ek chuppi hazaar baton se behtar hai usse badhiya udaharan nahi ho sakta,neutral
 One India sabka saath sabka vikas sabka visvas https//t.co/0uLQ2GD2sc,postive
 @Aban__Ind Prothom Kolkata campaigncalling media sangbad Biswa Bangla etc eisob chotokhato channel gulo dekho.Sudhu jai sree ram cholche .,neutral
 @kshukla778 @Payal_Rohatgi Tere maa baap ne bohat badhiya sikhaya hai certificate batna sabko ki kaun kiska chamcha.https//t.co/xmdkSszCN2,negative
.miss them we were.craze .. we used for them .. bas koi kuch galat bolde .. old memories https//t.co/NeN57fFIVM,neutral
 @mamata_for_PM Mumtaz bano hindu ko dhamki de rahi hai.bengal me hi nai pure desh me hindu ka khoon garam ho chuka.https//t.co/3xoDg7raAt,postive
 @brokengaal.love.so much ???? and theres absolutely nothing to be insecure about bc ur unique in ur own way ok.… https//t.co/NOqwyyTgtI,postive
 @MaryamNSharif ap beti hein apko beshak apny baap ki yaad ati hoo gi Allah apko hosla dy pr certainly apka baap ek.https//tco/5VVnmK6vFx,postive
 Thank you all for supporting @wayuutaya THANK YOU.THANK YOU !!! strongwitheliza samanthajayz angelmartin00 galiya_s.https//t.co/CdqQtuABKg,postive
 @dhruv_rathee Han to gaand.keede cow meat kliye pehle se bnde convicted.yeh log aur jb ban.to teri maa ko khilane jaa rha tha,negative
 It.s proud moment for Ganjam that more than 83 students of Odisha Aadarsh Vidyalaya of Ganjam scored more than 90%… https//t.co/aTkLCOKzxT,postive
.PAKvWI 92 me WI 10 wickets se jeeta tha ajj.wickets se jeet gya world cup hamara hai .... Ye wali chawle koi na.… https//t.co/OLnE5K9PZO,postive
 RT @official_engr @peaceforchange Sir merey lye bahut khoshi ka maqam hoga agr ap ne mujy reply kya.Love you sir.https//t.co/3U8gb93Jl9,neutral
.Love You '3000'.said.Ek raat ka 5000 lungi.she replied.#NewGFKiTalsshMe,postive
 @engrzeeshan91 Pr ye oopr jo btaya wo to surgery ni.na ??,neutral
 @tamannaahspeaks Very nice Tamanna Tamanna very nice.like you,postive
 @SachinPilot Apko deputy CM se minister chief kb bnaya ja rhaa.we.waiting,postive
 @akshay_vbk78 @spectatorindex Tera pichwada hai bc ???? jb se modi ji jeete hai jali padi hai ?? Tabse pichwaade ki jagah muh se hag rahe ho,postive
 @SAfridiOfficial Shahid bahi wahab riaz ki bowling mein experience nahi sirf wide aur no balls hi hain,negative
 @shirishy_Isko nikal dia tha world cup 2011 me sayad Ek Banda call.Aya bolta.India england and Australia ni ayga semifinal m,negative
 RT @Sukhjaykumar1.PledgeAgainstCorruption @Gurmeetramrahim Good afternoon guru.. bless us and give us power to do more and more Sewa.…,postive
 It.s so nice seeing the glow-up of people after May-hem ?? Congrats guys ???? wohooo !!! Bbye Tired Year !!!,postive
 @AcharyaPramodk Jitni media ne bjp ke liye prachar ki hai utna to khud bjp ne bhi bjp ke liye nahi surgical strike.https//tco/I2TP6XZOvG,postive
 RT @aftabkatauli1 @khanumarfa @thewire_in @therealnaomib @SrishtiTW Siasat me rawadari hai samajhta hai.Wo roza to nahi rahta iftari sam …,postive
 @SAMBIT_PATRAg @anjanaomkashyap Sab she pahele tere gahr me kanon lago kr kiyo ke teri faimly pr tera kabo nahi he.https//t.co/scfwME6S7m,neutral
 @arjunrammeghwal @nstomar @JoshiPralhad @PIBHindi @PIB_India Arjun Ji ???? jai punrasar baba ki Jai Bikaner Rajasthan.https//t.co/T6R7E5qpQM,neutral
 @theskindoctor13 Doc saab bahut he badhiya video banaya andhere se much better hai,neutral
 @MalboBagums Sari shairi tassali aur dilasay pay hi munhasir hoti hai .. warna shairi kyun karay koi agar pas ho kuch ??,postive
 @hSghRjpt1 @Nationalist_Om gandhi ko ham isliye rastrapita mante hai kyu ki wo ahinsa vadi the ye nahi hote to aja.https//t.co/0QqC7oTlSQ,postive
 @kamaalrkhan If.am not wrong you loved soty.naa ??????,postive
 Samaj mai ye nahi aaraha ki kyun halat mai sudhaar nahi ho raha hai kyun karyawahi nahi ki ja rahi roads per the.https//t.co/ZhyDlOgYwO,postive
 @squintneon Usko toh kejriwal ne khud reject kar diya tha.Education minister toh kejriwal khud bana sakta tha.Raj.https//t.co/bea2LWY3ZQ,negative
 @sunoo_chanda make.gentle and nice relation with someone .... life me kisi.sahare ki zarort parti ha,neutral
 @dur_rahiye Sex is cool but after nikah ose phele kise ko hath laga ne ka bhi haq nai hai hume,postive
 @KElectricPk Sub bakwas ha ye apni harkaton se baz nhi ayen ge kisi na kisi fault ko jawaz bana kr ye light band ra.https//t.co/IoOO1y4XLt,negative
 @AamAadmiParty @ArvindKejriwal.cm Shila dixet or under karne wale the feku tum annaji ko.dhokha de diya,neutral
 @pramila2710 @DrKumarVishwas Lekin itne kharab result se KUTA BAUNA HARAMI HANDSOME SUVAR SINGH etc ka gussa.https//tco/9sXAbdtkzA,negative
 RT @SonuNag13101789.ValueTime_ValueLife @Gurmeetramrahim @Derasachasauda Pujya guru ji kehte.ki jo insan samya ki kader karte.alasya …,neutral
 @imMAK02 Are bsdkk ... Dhruv Tyagi ke bare main kitni bar Muslim aatankwad bola tune ... Vivek hatyakand ke bad teri zu.https//t.co/lCZbqkHD7b,negative
 @ZarinaBano_Bharat ka Musalman hamesha secular govt.liye vote karta raha hai karta rahega.Haar jeet.sikke.d.https//t.co/CsOiGgFeOR,postive
 Congress party ne pehle se feku bhakt Media ka agenda samaj liya hote to ye chunav nhi hartefeku bhakt Media ne fe.https//tco/GMIC7HjwOY,negative
 @Vipul49997183 @dtptraffic Ghoda Ghaans se Dosti kar lega to khayega kya .. Delhi Sarkaar Home Ministry public ki na.https//t.co/EVp3m8f0i8,negative
 RT @BurgerKing for real tho we.re trying to pay off those loans.introducing Whopper Loans.make.purchase through the BK app for.cha …,neutral
 RT @TAETAE_PH Watching.BTSatWembley is making me miss them more.Sighhh.’.really hoping for BTS in PH ?????? we miss you everyday guys @BTS …,postive
 @asadowaisi How come he was the first man.What about earlier incidents .. Ab inke Naam se roti pel raha hai ... Shame on you,negative
 Need is branch ke students ki hai jisase digiral India par force diya ja sake aur corruption bhi na ho .... Mai shr.https//t.co/8VNEQ45Wyc,postive
 Aap pichla.saal se media ka ghatna kramank Ko rewind karke dekhiye jabbi vipaksh ne ruling party ke neeti ke baar.https//tco/932v5ZGoVj,postive
 @htTweets @harijdas7 aur bakwas karma aur TV per galat sandesh dena to kam hua Instead each Congressi Neta aur Kar.https//tco/fvmBYlfEHl,negative
 @SatyaHindi @ashutosh83B Desh aaghe baad raha hai ye religion ke naam pe bakwas karna baand karo .. aur tumhare AAP bhaiyon ko bhi shikhao ..,postive
 RT @aamir_khan I'm very sad to hear about Veeruji passing away.had the pleasure.privilege of working with Veeruji He was an amazing pe …,postive
 RT @smithmaheshwari.Me as.father.Son.Papa aaj main night study ke liye jau ga Me.kitne baje Son.10 baje tak Me.Haan …,neutral
 @saleem_mohad ham log ko koe dukh nhi hay tumko hay to Pakistan ja ????????????????,neutral
